Model,BooleanFeatures,GroupKeywords,BooleanConstraints,FeatureAttributes,GroupCardinality,NumericConstraints,FeatureCardinality,AggregateFunctions,TypeFeatures,StringConstraints,Imports
model_20140227_661956564,47,23,0,0,0,0,0,0,0,0,0
model_20140301_728202228,49,23,0,0,0,0,0,0,0,0,0
model_20140303_1487935744,23,13,0,0,0,0,0,0,0,0,0
model_20140305_1485634182,28,23,3,0,0,0,0,0,0,0,0
model_20140305_1745306436,20,10,1,0,0,0,0,0,0,0,0
model_20140305_850513381,63,59,43,0,0,0,0,0,0,0,0
model_20140306_1313194877,32,26,0,0,0,0,0,0,0,0,0
model_20140306_1607259562,43,33,6,0,0,0,0,0,0,0,0
model_20140306_1994550432,12,6,0,0,0,0,0,0,0,0,0
model_20140310_1022041880,88,53,0,0,0,0,0,0,0,0,0
model_20140310_1916029542,144,32,0,0,0,0,0,0,0,0,0
model_20140319_1506613330,16,9,0,0,0,0,0,0,0,0,0
model_20140320_391816142,11,10,0,0,0,0,0,0,0,0,0
model_20140321_1655023261,14,13,0,0,0,0,0,0,0,0,0
model_20140322_1340045027,10,9,0,0,0,0,0,0,0,0,0
model_20140324_1142291623,11,6,0,0,0,0,0,0,0,0,0
model_20140326_1693773444,13,8,3,0,0,0,0,0,0,0,0
model_20140326_183546394,11,10,0,0,0,0,0,0,0,0,0
model_20140326_801743865,13,7,8,0,0,0,0,0,0,0,0
model_20140328_1965511118,10,9,0,0,0,0,0,0,0,0,0
model_20140401_1527258088,13,10,9,0,0,0,0,0,0,0,0
model_20140402_1108338221,10,7,0,0,0,0,0,0,0,0,0
model_20140403_1254324003,28,26,0,0,0,0,0,0,0,0,0
model_20140403_1425048263,12,8,0,0,0,0,0,0,0,0,0
model_20140403_1688136935,45,22,3,0,0,0,0,0,0,0,0
model_20140408_1553357169,11,5,8,0,0,0,0,0,0,0,0
model_20140409_1370428339,24,18,8,0,0,0,0,0,0,0,0
model_20140410_1285833987,11,10,10,0,0,0,0,0,0,0,0
model_20140410_1905141388,11,5,10,0,0,0,0,0,0,0,0
model_20140410_454790336,11,6,11,0,0,0,0,0,0,0,0
model_20140411_114609198,12,6,7,0,0,0,0,0,0,0,0
model_20140411_1148485857,12,10,12,0,0,0,0,0,0,0,0
model_20140411_1742095150,12,10,12,0,0,0,0,0,0,0,0
model_20140411_279155356,11,10,1,0,0,0,0,0,0,0,0
model_20140420_1899694432,55,22,3,0,0,0,0,0,0,0,0
model_20140421_782765396,19,18,0,0,0,0,0,0,0,0,0
model_20140422_1825362104,21,19,0,0,0,0,0,0,0,0,0
model_20140422_2137156564,35,15,3,0,0,0,0,0,0,0,0
model_20140423_1716161596,42,23,0,0,0,0,0,0,0,0,0
model_20140423_1890396897,36,16,3,0,0,0,0,0,0,0,0
model_20140423_277886534,21,17,0,0,0,0,0,0,0,0,0
model_20140423_813378270,48,35,2,0,0,0,0,0,0,0,0
model_20140423_969548559,49,33,1,0,0,0,0,0,0,0,0
model_20140424_1672030888,65,33,11,0,0,0,0,0,0,0,0
model_20140425_366530615,11,8,1,0,0,0,0,0,0,0,0
model_20140427_1594857347,19,11,5,0,0,0,0,0,0,0,0
model_20140428_1043688075,56,39,1,0,0,0,0,0,0,0,0
model_20140428_1127346099,72,48,1,0,0,0,0,0,0,0,0
model_20140428_1301432646,72,48,1,0,0,0,0,0,0,0,0
model_20140428_1917957920,63,44,1,0,0,0,0,0,0,0,0
model_20140430_1345238885,17,12,0,0,0,0,0,0,0,0,0
model_20140430_1532303117,32,18,1,0,0,0,0,0,0,0,0
model_20140503_110898123,16,10,2,0,0,0,0,0,0,0,0
model_20140503_2024413965,16,7,0,0,0,0,0,0,0,0,0
model_20140508_530056624,36,17,23,0,0,0,0,0,0,0,0
model_20140508_536536644,36,17,8,0,0,0,0,0,0,0,0
model_20140509_978687642,10,9,0,0,0,0,0,0,0,0,0
model_20140511_603377022,15,12,0,0,0,0,0,0,0,0,0
model_20140514_1151327844,43,24,9,0,0,0,0,0,0,0,0
model_20140524_520707568,11,8,0,0,0,0,0,0,0,0,0
model_20140530_1262796172,10,8,0,0,0,0,0,0,0,0,0
model_20140604_731553244,14,10,0,0,0,0,0,0,0,0,0
model_20140605_572628146,11,10,0,0,0,0,0,0,0,0,0
model_20140613_1129301242,10,7,0,0,0,0,0,0,0,0,0
model_20140613_2054294739,10,7,2,0,0,0,0,0,0,0,0
model_20140614_1407759983,29,21,3,0,0,0,0,0,0,0,0
model_20140614_1599125118,13,11,0,0,0,0,0,0,0,0,0
model_20140614_1989695192,29,19,8,0,0,0,0,0,0,0,0
model_20140614_2029282468,54,51,1,0,0,0,0,0,0,0,0
model_20140614_436006902,25,13,9,0,0,0,0,0,0,0,0
model_20140614_81946339,22,20,2,0,0,0,0,0,0,0,0
model_20140615_1417385367,35,27,0,0,0,0,0,0,0,0,0
model_20140615_1477062295,33,20,0,0,0,0,0,0,0,0,0
model_20140615_1755551630,24,21,0,0,0,0,0,0,0,0,0
model_20140628_1177734570,29,16,12,0,0,0,0,0,0,0,0
model_20140629_1128400878,42,25,0,0,0,0,0,0,0,0,0
model_20140630_1564361664,10,4,0,0,0,0,0,0,0,0,0
model_20140710_2059561340,33,19,4,0,0,0,0,0,0,0,0
model_20140728_1532422166,23,16,20,0,0,0,0,0,0,0,0
model_20140801_240918546,22,12,0,0,0,0,0,0,0,0,0
model_20140819_1020837515,63,62,5,0,0,0,0,0,0,0,0
model_20140819_1738890661,10,9,0,0,0,0,0,0,0,0,0
model_20140819_2062208658,26,25,0,0,0,0,0,0,0,0,0
model_20140819_424669215,17,16,0,0,0,0,0,0,0,0,0
model_20140819_535519547,13,12,0,0,0,0,0,0,0,0,0
model_20140819_709073537,43,42,1,0,0,0,0,0,0,0,0
model_20140819_914542251,62,58,0,0,0,0,0,0,0,0,0
model_20140819_940483638,11,8,0,0,0,0,0,0,0,0,0
model_20140820_1349433690,22,21,0,0,0,0,0,0,0,0,0
model_20140823_1972464026,35,34,3,0,0,0,0,0,0,0,0
model_20140824_1421620261,51,50,11,0,0,0,0,0,0,0,0
model_20140824_1698583194,66,65,0,0,0,0,0,0,0,0,0
model_20140824_2115796112,43,42,6,0,0,0,0,0,0,0,0
model_20140824_525404983,47,46,0,0,0,0,0,0,0,0,0
model_20140825_2017008690,58,55,1,0,0,0,0,0,0,0,0
model_20140826_2051139991,31,30,0,0,0,0,0,0,0,0,0
model_20140902_941000321,13,9,0,0,0,0,0,0,0,0,0
model_20140905_2124104947,10,4,0,0,0,0,0,0,0,0,0
model_20140905_372428255,13,7,0,0,0,0,0,0,0,0,0
model_20140914_1816201365,37,30,2,0,0,0,0,0,0,0,0
model_20140914_775838300,24,23,0,0,0,0,0,0,0,0,0
model_20140917_195564800,16,15,0,0,0,0,0,0,0,0,0
model_20140925_285704903,20,16,0,0,0,0,0,0,0,0,0
model_20141006_1946000492,14,8,0,0,0,0,0,0,0,0,0
model_20141017_1234330746,38,27,11,0,0,0,0,0,0,0,0
model_20141018_2078980023,87,85,0,0,0,0,0,0,0,0,0
model_20141018_811394530,23,21,0,0,0,0,0,0,0,0,0
model_20141021_386995832,24,17,1,0,0,0,0,0,0,0,0
model_20141023_1082000051,37,29,15,0,0,0,0,0,0,0,0
model_20141023_1600573567,20,14,0,0,0,0,0,0,0,0,0
model_20141023_437365215,35,27,4,0,0,0,0,0,0,0,0
model_20141029_1107505375,12,11,0,0,0,0,0,0,0,0,0
model_20141029_1924517902,53,51,0,0,0,0,0,0,0,0,0
model_20141030_1194865372,48,25,0,0,0,0,0,0,0,0,0
model_20141030_1477913256,12,9,1,0,0,0,0,0,0,0,0
model_20141102_1778359466,23,16,0,0,0,0,0,0,0,0,0
model_20141103_285596543,25,18,2,0,0,0,0,0,0,0,0
model_20141103_771283347,10,6,3,0,0,0,0,0,0,0,0
model_20141104_1527188029,140,139,0,0,0,0,0,0,0,0,0
model_20141106_1014782772,17,9,0,0,0,0,0,0,0,0,0
model_20141106_309720283,57,39,0,0,0,0,0,0,0,0,0
model_20141106_687094706,65,43,0,0,0,0,0,0,0,0,0
model_20141107_377655341,24,19,2,0,0,0,0,0,0,0,0
model_20141107_655975442,10,6,1,0,0,0,0,0,0,0,0
model_20141108_202761108,10,6,0,0,0,0,0,0,0,0,0
model_20141108_701198022,11,10,0,0,0,0,0,0,0,0,0
model_20141109_1274255950,11,8,1,0,0,0,0,0,0,0,0
model_20141111_2120296387,51,17,0,0,0,0,0,0,0,0,0
model_20141113_1414990983,46,41,1,0,0,0,0,0,0,0,0
model_20141113_346832425,56,24,5,0,0,0,0,0,0,0,0
model_20141114_653359930,32,17,9,0,0,0,0,0,0,0,0
model_20141116_913921823,44,40,0,0,0,0,0,0,0,0,0
model_20141119_1459706454,34,28,0,0,0,0,0,0,0,0,0
model_20141119_1676144838,14,13,0,0,0,0,0,0,0,0,0
model_20141129_1031364,12,6,2,0,0,0,0,0,0,0,0
model_20141129_1141626102,12,6,0,0,0,0,0,0,0,0,0
model_20141129_1168519534,12,6,2,0,0,0,0,0,0,0,0
model_20141129_1642511009,34,14,14,0,0,0,0,0,0,0,0
model_20141129_2117240468,12,6,2,0,0,0,0,0,0,0,0
model_20141129_264528063,13,6,1,0,0,0,0,0,0,0,0
model_20141129_6569546,25,15,1,0,0,0,0,0,0,0,0
model_20141129_966803644,12,11,0,0,0,0,0,0,0,0,0
model_20141202_104116345,10,6,2,0,0,0,0,0,0,0,0
model_20141202_107430422,36,22,0,0,0,0,0,0,0,0,0
model_20141205_2005181775,33,12,0,0,0,0,0,0,0,0,0
model_20141212_523199394,15,9,0,0,0,0,0,0,0,0,0
model_20150105_1168070568,17,11,0,0,0,0,0,0,0,0,0
model_20150109_425963323,37,22,0,0,0,0,0,0,0,0,0
model_20150114_50814742,33,18,11,0,0,0,0,0,0,0,0
model_20150120_214372699,40,11,0,0,0,0,0,0,0,0,0
model_20150208_1225865238,42,18,13,0,0,0,0,0,0,0,0
model_20150208_2120373387,25,13,5,0,0,0,0,0,0,0,0
model_20150209_1183047948,29,27,19,0,0,0,0,0,0,0,0
model_20150212_1516383976,12,6,1,0,0,0,0,0,0,0,0
model_20150222_2069201003,13,10,0,0,0,0,0,0,0,0,0
model_20150222_409043024,52,38,2,0,0,0,0,0,0,0,0
model_20150223_339293957,26,15,7,0,0,0,0,0,0,0,0
model_20150223_771673981,26,15,0,0,0,0,0,0,0,0,0
model_20150226_64791123,26,24,2,0,0,0,0,0,0,0,0
model_20150228_222823272,37,31,7,0,0,0,0,0,0,0,0
model_20150228_41303449,33,30,1,0,0,0,0,0,0,0,0
model_20150301_1821356180,28,25,5,0,0,0,0,0,0,0,0
model_20150301_300492477,33,25,2,0,0,0,0,0,0,0,0
model_20150301_527193150,24,17,0,0,0,0,0,0,0,0,0
model_20150302_1660900120,31,27,3,0,0,0,0,0,0,0,0
model_20150304_173081072,20,19,7,0,0,0,0,0,0,0,0
model_20150304_617127008,56,53,12,0,0,0,0,0,0,0,0
model_20150305_15208156,30,29,4,0,0,0,0,0,0,0,0
model_20150305_837831991,39,31,3,0,0,0,0,0,0,0,0
model_20150305_94122420,31,27,0,0,0,0,0,0,0,0,0
model_20150306_503606823,27,24,0,0,0,0,0,0,0,0,0
model_20150307_1251635490,35,29,1,0,0,0,0,0,0,0,0
model_20150309_1129343473,33,30,5,0,0,0,0,0,0,0,0
model_20150309_1544990511,39,38,3,0,0,0,0,0,0,0,0
model_20150309_670536624,22,19,6,0,0,0,0,0,0,0,0
model_20150310_1159520762,35,29,6,0,0,0,0,0,0,0,0
model_20150310_1191030699,30,24,4,0,0,0,0,0,0,0,0
model_20150310_1642957582,29,16,4,0,0,0,0,0,0,0,0
model_20150310_563618715,33,31,7,0,0,0,0,0,0,0,0
model_20150320_593593000,13,9,2,0,0,0,0,0,0,0,0
model_20150330_63301402,11,8,0,0,0,0,0,0,0,0,0
model_20150411_1026005127,10,7,2,0,0,0,0,0,0,0,0
model_20150411_1055039600,18,12,0,0,0,0,0,0,0,0,0
model_20150411_1378086632,15,7,1,0,0,0,0,0,0,0,0
model_20150414_2125272166,21,16,6,0,0,0,0,0,0,0,0
model_20150416_264061404,47,20,0,0,0,0,0,0,0,0,0
model_20150419_1225785874,11,6,0,0,0,0,0,0,0,0,0
model_20150423_1415525319,27,20,0,0,0,0,0,0,0,0,0
model_20150423_1422172417,14,11,0,0,0,0,0,0,0,0,0
model_20150425_1862491910,80,57,0,0,0,0,0,0,0,0,0
model_20150427_2103265175,56,35,3,0,0,0,0,0,0,0,0
model_20150428_2048110240,11,7,2,0,0,0,0,0,0,0,0
model_20150429_343028682,43,33,0,0,0,0,0,0,0,0,0
model_20150505_1728564449,13,9,0,0,0,0,0,0,0,0,0
model_20150506_2068045691,20,19,0,0,0,0,0,0,0,0,0
model_20150506_306101537,33,32,0,0,0,0,0,0,0,0,0
model_20150507_1665248699,15,13,0,0,0,0,0,0,0,0,0
model_20150507_425070085,44,33,0,0,0,0,0,0,0,0,0
model_20150509_1341412445,10,5,1,0,0,0,0,0,0,0,0
model_20150512_534005467,31,24,5,0,0,0,0,0,0,0,0
model_20150515_2045521211,25,18,2,0,0,0,0,0,0,0,0
model_20150521_1423870525,16,11,0,0,0,0,0,0,0,0,0
model_20150521_1988107963,17,14,0,0,0,0,0,0,0,0,0
model_20150523_1701783178,23,20,0,0,0,0,0,0,0,0,0
model_20150523_372542452,47,29,5,0,0,0,0,0,0,0,0
model_20150527_1979644627,72,33,0,0,0,0,0,0,0,0,0
model_20150527_2051574410,28,11,0,0,0,0,0,0,0,0,0
model_20150527_830434674,34,7,0,0,0,0,0,0,0,0,0
model_20150529_550903687,21,14,2,0,0,0,0,0,0,0,0
model_20150610_685576256,15,13,3,0,0,0,0,0,0,0,0
model_20150611_1748318240,14,8,0,0,0,0,0,0,0,0,0
model_20150611_578706116,13,9,0,0,0,0,0,0,0,0,0
model_20150612_1719519345,14,10,0,0,0,0,0,0,0,0,0
model_20150614_1325491211,24,17,3,0,0,0,0,0,0,0,0
model_20150616_1287606127,22,19,0,0,0,0,0,0,0,0,0
model_20150616_314969910,26,20,2,0,0,0,0,0,0,0,0
model_20150616_74187279,17,10,0,0,0,0,0,0,0,0,0
model_20150620_2057636397,13,9,0,0,0,0,0,0,0,0,0
model_20150621_1174641946,36,28,3,0,0,0,0,0,0,0,0
model_20150621_2090653675,20,10,0,0,0,0,0,0,0,0,0
model_20150624_1191374126,13,9,1,0,0,0,0,0,0,0,0
model_20150625_1923523971,16,9,1,0,0,0,0,0,0,0,0
model_20150701_451946642,22,12,0,0,0,0,0,0,0,0,0
model_20150703_1928436983,10,9,0,0,0,0,0,0,0,0,0
model_20150713_1448325014,32,22,4,0,0,0,0,0,0,0,0
model_20150715_1425609053,12,7,0,0,0,0,0,0,0,0,0
model_20150715_75174593,17,12,1,0,0,0,0,0,0,0,0
model_20150720_1580995178,22,13,2,0,0,0,0,0,0,0,0
model_20151102_2085331426,51,32,4,0,0,0,0,0,0,0,0
model_20151103_1678219280,19,16,0,0,0,0,0,0,0,0,0
model_20151106_857588743,21,11,4,0,0,0,0,0,0,0,0
model_20151111_460133826,40,32,1,0,0,0,0,0,0,0,0
model_20151116_762410606,29,24,0,0,0,0,0,0,0,0,0
model_20151117_1411945431,22,21,0,0,0,0,0,0,0,0,0
model_20151119_424700280,10,7,1,0,0,0,0,0,0,0,0
model_20151119_825568988,19,16,1,0,0,0,0,0,0,0,0
model_20151122_103763227,47,17,0,0,0,0,0,0,0,0,0
model_20151123_702303189,40,23,6,0,0,0,0,0,0,0,0
model_20151124_1131991591,34,33,0,0,0,0,0,0,0,0,0
model_20151127_885194761,36,25,5,0,0,0,0,0,0,0,0
model_20151201_896154285,24,17,2,0,0,0,0,0,0,0,0
model_20151202_1529785580,40,31,3,0,0,0,0,0,0,0,0
model_20151216_1220822165,15,6,0,0,0,0,0,0,0,0,0
model_20160103_2012826523,94,52,2,0,0,0,0,0,0,0,0
model_20160106_443157632,13,12,0,0,0,0,0,0,0,0,0
model_20160111_1033692827,61,49,3,0,0,0,0,0,0,0,0
model_20160121_1141972007,20,18,0,0,0,0,0,0,0,0,0
model_20160122_407616496,29,20,2,0,0,0,0,0,0,0,0
model_20160123_368502373,10,8,0,0,0,0,0,0,0,0,0
model_20160125_1378351345,38,25,7,0,0,0,0,0,0,0,0
model_20160125_59009200,37,24,7,0,0,0,0,0,0,0,0
model_20160221_544170906,11,7,1,0,0,0,0,0,0,0,0
model_20160225_2040495200,50,23,3,0,0,0,0,0,0,0,0
model_20160225_419189676,47,23,5,0,0,0,0,0,0,0,0
model_20160226_1944186213,48,47,8,0,0,0,0,0,0,0,0
model_20160227_1275602559,47,22,34,0,0,0,0,0,0,0,0
model_20160227_1389842098,48,23,4,0,0,0,0,0,0,0,0
model_20160229_1590940306,50,25,9,0,0,0,0,0,0,0,0
model_20160229_171128808,48,23,23,0,0,0,0,0,0,0,0
model_20160229_1734203468,48,23,4,0,0,0,0,0,0,0,0
model_20160229_490224198,49,31,6,0,0,0,0,0,0,0,0
model_20160229_707006027,13,12,1,0,0,0,0,0,0,0,0
model_20160301_1978418899,24,21,8,0,0,0,0,0,0,0,0
model_20160301_235863217,20,17,7,0,0,0,0,0,0,0,0
model_20160303_1635209528,16,11,0,0,0,0,0,0,0,0,0
model_20160303_1645051071,17,10,2,0,0,0,0,0,0,0,0
model_20160304_1567363129,19,11,7,0,0,0,0,0,0,0,0
model_20160304_165509543,43,26,6,0,0,0,0,0,0,0,0
model_20160304_168615633,29,20,5,0,0,0,0,0,0,0,0
model_20160307_1341241097,12,7,0,0,0,0,0,0,0,0,0
model_20160308_190029672,33,22,0,0,0,0,0,0,0,0,0
model_20160308_79396455,41,34,7,0,0,0,0,0,0,0,0
model_20160308_993894457,10,6,0,0,0,0,0,0,0,0,0
model_20160309_1721210506,14,8,0,0,0,0,0,0,0,0,0
model_20160309_77134368,18,11,0,0,0,0,0,0,0,0,0
model_20160311_1359424486,50,49,0,0,0,0,0,0,0,0,0
model_20160311_358715911,26,25,0,0,0,0,0,0,0,0,0
model_20160315_505457800,28,25,0,0,0,0,0,0,0,0,0
model_20160315_697003579,27,17,0,0,0,0,0,0,0,0,0
model_20160317_1483846003,46,42,0,0,0,0,0,0,0,0,0
model_20160322_2014722365,54,19,0,0,0,0,0,0,0,0,0
model_20160329_1092215724,17,9,9,0,0,0,0,0,0,0,0
model_20160329_1144142418,54,32,0,0,0,0,0,0,0,0,0
model_20160329_1152124785,21,18,0,0,0,0,0,0,0,0,0
model_20160329_1368375444,33,22,7,0,0,0,0,0,0,0,0
model_20160329_1491802197,20,16,0,0,0,0,0,0,0,0,0
model_20160329_160417479,20,16,0,0,0,0,0,0,0,0,0
model_20160329_1691896941,28,24,12,0,0,0,0,0,0,0,0
model_20160329_174305764,44,32,10,0,0,0,0,0,0,0,0
model_20160329_1999221629,24,21,0,0,0,0,0,0,0,0,0
model_20160329_2023954051,24,17,0,0,0,0,0,0,0,0,0
model_20160329_268958808,47,42,8,0,0,0,0,0,0,0,0
model_20160329_304357596,23,14,0,0,0,0,0,0,0,0,0
model_20160329_578011837,23,17,0,0,0,0,0,0,0,0,0
model_20160329_736279509,14,9,0,0,0,0,0,0,0,0,0
model_20160329_864839294,22,13,0,0,0,0,0,0,0,0,0
model_20160329_925786350,31,26,0,0,0,0,0,0,0,0,0
model_20160329_926312476,21,13,0,0,0,0,0,0,0,0,0
model_20160330_1191432205,19,18,0,0,0,0,0,0,0,0,0
model_20160330_1233914245,12,8,3,0,0,0,0,0,0,0,0
model_20160330_1306243394,21,15,0,0,0,0,0,0,0,0,0
model_20160330_1356575467,10,7,0,0,0,0,0,0,0,0,0
model_20160330_149443721,30,22,14,0,0,0,0,0,0,0,0
model_20160330_1632759327,19,12,0,0,0,0,0,0,0,0,0
model_20160330_1784601624,25,18,0,0,0,0,0,0,0,0,0
model_20160330_1846251072,39,33,0,0,0,0,0,0,0,0,0
model_20160330_218438641,23,14,0,0,0,0,0,0,0,0,0
model_20160330_387052519,21,12,0,0,0,0,0,0,0,0,0
model_20160330_469153666,13,8,0,0,0,0,0,0,0,0,0
model_20160330_511669656,15,9,0,0,0,0,0,0,0,0,0
model_20160330_888130075,73,53,0,0,0,0,0,0,0,0,0
model_20160330_925748995,16,11,0,0,0,0,0,0,0,0,0
model_20160330_999254735,14,13,0,0,0,0,0,0,0,0,0
model_20160411_1158715394,11,3,0,0,0,0,0,0,0,0,0
model_20160420_1926809017,12,4,0,0,0,0,0,0,0,0,0
model_20160420_474055968,96,45,0,0,0,0,0,0,0,0,0
model_20160426_744600320,21,19,0,0,0,0,0,0,0,0,0
model_20160428_283258262,40,31,0,0,0,0,0,0,0,0,0
model_20160429_2024552354,12,11,0,0,0,0,0,0,0,0,0
model_20160502_1352812691,38,25,0,0,0,0,0,0,0,0,0
model_20160502_596671432,25,17,0,0,0,0,0,0,0,0,0
model_20160503_1174916821,42,35,2,0,0,0,0,0,0,0,0
model_20160504_1687809818,30,26,0,0,0,0,0,0,0,0,0
model_20160504_18344306,13,8,2,0,0,0,0,0,0,0,0
model_20160504_814917052,26,15,0,0,0,0,0,0,0,0,0
model_20160506_174377233,40,21,0,0,0,0,0,0,0,0,0
model_20160508_265400900,46,32,6,0,0,0,0,0,0,0,0
model_20160512_1688304541,31,24,0,0,0,0,0,0,0,0,0
model_20160519_1235536625,34,14,16,0,0,0,0,0,0,0,0
model_20160519_1444507509,41,19,19,0,0,0,0,0,0,0,0
model_20160519_1846923063,39,20,27,0,0,0,0,0,0,0,0
model_20160520_681202886,11,8,0,0,0,0,0,0,0,0,0
model_20160524_3029237,19,13,2,0,0,0,0,0,0,0,0
model_20160527_1098137653,20,14,3,0,0,0,0,0,0,0,0
model_20160531_1105256806,25,18,8,0,0,0,0,0,0,0,0
model_20160531_486171149,35,14,17,0,0,0,0,0,0,0,0
model_20160531_990808801,14,12,0,0,0,0,0,0,0,0,0
model_20160603_398155586,15,9,0,0,0,0,0,0,0,0,0
model_20160606_235281629,13,12,0,0,0,0,0,0,0,0,0
model_20160606_412121552,14,12,0,0,0,0,0,0,0,0,0
model_20160608_755102753,12,11,0,0,0,0,0,0,0,0,0
model_20160620_457730604,20,19,0,0,0,0,0,0,0,0,0
model_20160621_993334585,26,23,0,0,0,0,0,0,0,0,0
model_20160623_1415871890,13,6,1,0,0,0,0,0,0,0,0
model_20160629_1032137585,16,9,2,0,0,0,0,0,0,0,0
model_20160712_1875218337,11,10,0,0,0,0,0,0,0,0,0
model_20160716_1943328700,18,11,0,0,0,0,0,0,0,0,0
model_20160721_1827988269,19,14,5,0,0,0,0,0,0,0,0
model_20160721_972954567,10,7,0,0,0,0,0,0,0,0,0
model_20160726_1855902901,12,11,1,0,0,0,0,0,0,0,0
model_20160812_1476754989,10,6,2,0,0,0,0,0,0,0,0
model_20160813_60083737,10,9,0,0,0,0,0,0,0,0,0
model_20160821_1946133193,14,10,1,0,0,0,0,0,0,0,0
model_20160822_713171625,28,21,3,0,0,0,0,0,0,0,0
model_20160824_2005849052,21,20,0,0,0,0,0,0,0,0,0
model_20160905_338518821,25,20,0,0,0,0,0,0,0,0,0
model_20160905_774306083,14,10,0,0,0,0,0,0,0,0,0
model_20160906_1914580505,31,21,0,0,0,0,0,0,0,0,0
model_20160906_802533043,21,16,4,0,0,0,0,0,0,0,0
model_20160906_881197553,18,11,0,0,0,0,0,0,0,0,0
model_20160907_1816738180,10,6,0,0,0,0,0,0,0,0,0
model_20160911_493856736,45,21,6,0,0,0,0,0,0,0,0
model_20160912_1428022317,49,19,10,0,0,0,0,0,0,0,0
model_20160912_772295854,18,6,0,0,0,0,0,0,0,0,0
model_20160913_2142740300,48,25,21,0,0,0,0,0,0,0,0
model_20160913_245590430,38,13,23,0,0,0,0,0,0,0,0
model_20160913_269001380,49,24,17,0,0,0,0,0,0,0,0
model_20160913_482611615,48,23,12,0,0,0,0,0,0,0,0
model_20160913_600398973,48,30,6,0,0,0,0,0,0,0,0
model_20160917_824197127,14,10,0,0,0,0,0,0,0,0,0
model_20160919_1142576711,20,14,0,0,0,0,0,0,0,0,0
model_20160919_422339066,50,34,5,0,0,0,0,0,0,0,0
model_20160919_825563014,11,8,0,0,0,0,0,0,0,0,0
model_20160921_24535453,29,22,0,0,0,0,0,0,0,0,0
model_20160925_2087627141,47,14,9,0,0,0,0,0,0,0,0
model_20160926_106687243,57,51,0,0,0,0,0,0,0,0,0
model_20160926_2009081259,54,53,0,0,0,0,0,0,0,0,0
model_20161003_680973994,53,34,7,0,0,0,0,0,0,0,0
model_20161012_1497804026,13,12,0,0,0,0,0,0,0,0,0
model_20161018_1395239714,11,10,0,0,0,0,0,0,0,0,0
model_20161025_210874268,10,9,0,0,0,0,0,0,0,0,0
model_20161101_1188178549,36,17,0,0,0,0,0,0,0,0,0
model_20161101_1287284082,50,34,0,0,0,0,0,0,0,0,0
model_20161107_2119549052,12,10,0,0,0,0,0,0,0,0,0
model_20161107_751073207,11,9,0,0,0,0,0,0,0,0,0
model_20161109_258969269,10,7,2,0,0,0,0,0,0,0,0
model_20161117_1407262512,21,15,0,0,0,0,0,0,0,0,0
model_20161118_1167269407,66,8,13,0,0,0,0,0,0,0,0
model_20161118_228131771,66,65,13,0,0,0,0,0,0,0,0
model_20161122_1255346120,15,8,1,0,0,0,0,0,0,0,0
model_20161123_1530983999,36,35,0,0,0,0,0,0,0,0,0
model_20161124_135805624,37,6,0,0,0,0,0,0,0,0,0
model_20161125_1777261352,33,24,3,0,0,0,0,0,0,0,0
model_20161127_1823059506,69,10,246,0,0,0,0,0,0,0,0
model_20161128_1478224089,77,39,0,0,0,0,0,0,0,0,0
model_20161128_2006303576,96,60,0,0,0,0,0,0,0,0,0
model_20161128_2133107865,68,24,0,0,0,0,0,0,0,0,0
model_20161128_844678202,39,28,2,0,0,0,0,0,0,0,0
model_20161207_285955518,54,30,0,0,0,0,0,0,0,0,0
model_20161209_758532997,13,4,0,0,0,0,0,0,0,0,0
model_20161212_1631452800,23,14,7,0,0,0,0,0,0,0,0
model_20161213_651973816,21,13,6,0,0,0,0,0,0,0,0
model_20170115_352040991,17,13,1,0,0,0,0,0,0,0,0
model_20170131_61369545,39,38,0,0,0,0,0,0,0,0,0
model_20170206_852070049,13,7,1,0,0,0,0,0,0,0,0
model_20170215_1278541927,41,27,0,0,0,0,0,0,0,0,0
model_20170215_1976164448,35,16,3,0,0,0,0,0,0,0,0
model_20170219_358603289,62,36,0,0,0,0,0,0,0,0,0
model_20170221_1848353506,210,122,38,0,0,0,0,0,0,0,0
model_20170228_1437582980,10,9,0,0,0,0,0,0,0,0,0
model_20170228_2078125436,34,17,1,0,0,0,0,0,0,0,0
model_20170301_235251685,14,7,1,0,0,0,0,0,0,0,0
model_20170308_1789444441,28,27,0,0,0,0,0,0,0,0,0
model_20170310_195700687,47,22,20,0,0,0,0,0,0,0,0
model_20170310_2069806245,49,23,10,0,0,0,0,0,0,0,0
model_20170310_906013336,47,22,9,0,0,0,0,0,0,0,0
model_20170311_1316290182,48,23,23,0,0,0,0,0,0,0,0
model_20170312_968402737,49,23,7,0,0,0,0,0,0,0,0
model_20170313_143405764,48,23,21,0,0,0,0,0,0,0,0
model_20170313_788976149,12,6,0,0,0,0,0,0,0,0,0
model_20170315_1174513943,18,5,0,0,0,0,0,0,0,0,0
model_20170315_692595151,23,15,0,0,0,0,0,0,0,0,0
model_20170316_1293936491,48,47,5,0,0,0,0,0,0,0,0
model_20170316_1430061931,60,19,203,0,0,0,0,0,0,0,0
model_20170316_174511349,16,10,3,0,0,0,0,0,0,0,0
model_20170317_1165725,50,49,7,0,0,0,0,0,0,0,0
model_20170320_149190356,50,49,6,0,0,0,0,0,0,0,0
