Model,BooleanFeatures,GroupKeywords,BooleanConstraints,FeatureAttributes,GroupCardinality,NumericConstraints,FeatureCardinality,AggregateFunctions,TypeFeatures,StringConstraints,Imports
security-CVE-VarelaVaca2020-2011-4487,111,18,7,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2011-4688,176,13,149,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2011-4898,111,14,88,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2011-4899,111,14,88,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2011-4956,101,13,79,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2011-4957,101,13,79,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0441,210,25,88,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0442,392,43,309,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0443,124,19,73,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0444,399,46,310,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0445,123,19,72,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0446,123,19,72,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0447,124,19,73,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0449,392,43,309,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0450,125,25,131,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0451,140,23,77,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0454,156,35,155,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0455,293,25,241,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0456,363,25,294,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0457,363,25,294,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0458,352,25,293,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0459,140,23,77,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0460,140,23,77,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0461,363,25,294,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0462,140,23,77,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0463,352,25,293,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0464,363,25,294,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0467,157,23,85,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0468,145,19,83,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0469,158,23,85,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0470,158,23,85,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0471,157,23,85,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0472,156,23,84,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0473,157,23,85,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0474,157,23,85,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0475,145,19,83,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0477,157,23,85,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0478,157,23,85,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0479,157,23,85,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0782,111,14,88,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-0937,111,14,88,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1936,110,14,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1937,162,23,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1938,447,53,349,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1940,162,23,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1941,162,23,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1944,162,23,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1945,162,23,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1946,162,23,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1947,162,23,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1948,165,23,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1949,149,19,85,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1951,165,23,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1952,165,23,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1953,165,23,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1954,165,23,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1956,429,23,523,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1957,165,23,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1958,165,23,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1959,165,23,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1960,149,19,85,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1961,165,23,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1962,165,23,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1963,165,23,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1964,145,23,70,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1967,165,23,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1970,487,65,525,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1971,429,23,523,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1972,487,65,525,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1973,487,65,525,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1974,487,65,525,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1975,487,65,525,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-1976,482,62,524,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-2375,1101,15,1995,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-2399,109,13,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-2400,109,13,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-2402,109,13,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-2403,109,13,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-2404,109,13,87,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-2580,132,16,115,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3105,2309,17,4582,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3384,113,13,91,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3385,113,13,91,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3576,113,16,98,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3956,482,62,524,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3957,482,62,524,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3958,447,27,525,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3959,487,65,525,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3960,482,62,524,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3961,482,62,524,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3962,447,27,525,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3963,482,62,524,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3964,447,27,525,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3965,199,15,329,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3966,447,27,525,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3967,485,64,836,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3968,482,62,524,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3969,447,27,525,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3970,447,27,525,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3971,429,23,523,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3972,487,65,525,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3973,199,15,329,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3974,369,33,731,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3975,429,23,523,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3976,357,56,421,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3978,447,27,525,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3979,220,21,332,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3980,356,23,455,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3982,488,60,532,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3983,443,40,524,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3984,443,40,524,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3985,443,40,524,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3986,488,60,532,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3987,206,19,494,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3988,484,57,531,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3989,443,40,524,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3990,488,60,532,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3991,484,57,531,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3992,484,57,531,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3993,422,28,501,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3994,484,57,531,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-3995,484,57,531,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4179,488,60,532,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4180,488,60,532,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4181,461,42,523,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4182,488,60,532,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4183,486,60,527,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4184,484,57,531,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4185,484,57,531,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4186,488,60,532,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4187,484,57,531,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4188,488,60,532,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4191,428,29,520,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4193,489,57,534,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4194,503,60,542,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4195,503,60,542,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4196,503,60,542,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4201,514,63,550,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4202,509,60,549,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4203,206,15,341,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4204,467,47,543,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4205,466,47,541,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4206,226,23,515,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4207,514,63,550,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4208,467,47,543,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4209,509,60,549,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4212,466,47,541,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4213,493,51,545,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4214,509,60,549,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4215,509,60,549,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4216,514,63,550,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4217,480,49,544,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4218,466,47,541,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4421,114,13,92,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-4422,114,13,92,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-5354,414,23,512,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-5829,514,63,550,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-5830,514,66,877,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-5833,509,60,549,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-5835,509,60,549,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-5836,467,47,543,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-5837,206,15,341,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-5838,493,51,545,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-5839,509,60,549,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-5840,509,60,549,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-5841,509,60,549,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-5842,514,63,550,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-5843,493,51,545,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-6633,110,13,88,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-6634,110,13,88,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-6635,110,13,88,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2012-6707,457,13,435,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0235,117,13,95,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0236,117,13,95,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0744,536,62,581,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0745,518,51,576,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0746,536,62,581,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0747,518,51,576,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0748,536,62,581,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0749,516,51,576,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0750,536,62,581,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0751,312,23,589,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0752,518,51,576,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0753,537,63,581,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0754,536,62,581,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0755,518,51,576,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0756,518,51,576,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0757,520,52,576,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0758,538,63,581,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0759,536,62,581,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0760,515,51,576,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0761,516,51,576,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0762,536,62,581,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0763,536,62,581,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0764,527,51,587,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0765,345,28,468,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0766,536,62,581,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0767,536,62,581,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0768,534,60,580,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0769,536,62,581,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0770,516,51,576,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0771,516,51,576,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0772,365,39,473,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0773,508,39,580,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0774,504,36,579,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0775,528,50,585,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0776,528,50,585,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0777,504,36,579,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0778,504,36,579,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0779,504,36,579,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0780,528,50,585,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0781,504,36,579,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0782,528,50,585,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0783,528,50,585,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0784,504,36,579,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0787,468,27,579,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0788,320,25,440,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0792,299,19,437,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0798,235,19,569,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0800,522,54,598,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-0801,378,23,508,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1669,235,15,393,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1670,379,24,508,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1671,235,15,393,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1672,404,33,805,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1673,239,19,575,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1674,378,23,508,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1675,378,23,508,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1676,378,23,508,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1677,378,23,508,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1678,378,23,508,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1679,378,23,508,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1680,378,23,508,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1681,378,23,508,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1682,384,23,514,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1683,238,15,398,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1684,384,23,514,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1685,384,23,514,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1686,384,23,514,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1687,384,23,514,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1688,238,15,398,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1689,233,15,390,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1690,385,24,514,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1692,384,23,514,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1693,384,23,514,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1694,384,23,514,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1695,238,15,398,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1696,238,15,398,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1697,384,23,514,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1698,238,15,398,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1699,238,15,398,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1700,242,19,581,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1701,460,27,569,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1702,311,19,452,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1704,311,19,452,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1705,311,19,452,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1706,388,23,516,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1707,388,23,516,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1708,311,19,452,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1710,461,28,569,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1711,311,19,452,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1712,397,29,806,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1713,460,27,569,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1714,460,27,569,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1715,243,19,581,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1717,460,27,569,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1718,502,27,608,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1719,480,23,606,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1720,480,23,606,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1721,349,19,489,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1722,502,27,608,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1723,480,23,606,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1724,480,23,606,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1725,502,27,608,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1726,502,27,608,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1727,246,20,584,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1728,480,23,606,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1729,245,19,584,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1730,502,27,608,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1731,245,19,584,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1732,502,27,608,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1735,502,27,608,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1736,502,27,608,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1737,502,27,608,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1738,480,23,606,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-1813,143,20,110,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-2199,118,13,96,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-2200,118,13,96,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-2201,118,13,96,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-2202,118,13,96,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-2203,118,13,96,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-2204,120,14,97,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-2205,118,13,96,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-2695,183,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-2702,141,15,127,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-3128,163,109,31,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-3261,120,17,199,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-4248,242,20,198,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-4338,120,13,98,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-4339,120,13,98,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-4340,120,13,98,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5590,475,27,578,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5591,456,27,578,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5592,242,15,403,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5593,456,27,578,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5594,253,15,424,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5595,475,27,578,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5596,456,27,578,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5597,475,27,578,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5598,247,17,404,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5599,475,27,578,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5600,475,27,578,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5601,475,27,578,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5602,475,27,578,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5603,456,27,578,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5604,475,27,578,0,0,0,0,0,0,0,0
